date,day,utm name,campaign id,title,message
01/05/2026,Friday,01May_MP_3M_Clinic_Vaccine_xxN2B,1776770659,This shot protects {your pet}💉🦠,Vaccination on time helps in preventing infections. It's the right time for their next shot. Book now at 20% off. 🛡️🐾
01/05/2026,Friday,01May_MP_4M_Clinic_xxGRP,1776772937,Fur nourishment is a must🪶✨,Routine grooming helps prevent matting & excessive shedding. Book a grooming slot today.👋🛁
01/05/2026,Friday,01May_MP_5M_Clinic_xxCNP,1776772974,🥵 to 😮‍💨...right when we needed?,But such weather alterations can affect {your pet}'s health. Book a vet consult today.🩺💜
01/05/2026,Friday,01May_MP_6M_Clinic_xBDAY,1776770692,"It's not a one-day thing, is it?😟","Treat {your pet} with a fresh grooming session @50% off, only at Supertails. Book now for a lasting b'day pawrty.🎀✨"
01/05/2026,Friday,01May_MP_7M_Clinic_xxGUT,1776770796,Is {your pet} leaving food?😟,It might be a sign of gut issues. Get a FREE check-up done at Supertails today.✔️
01/05/2026,Friday,01May_MP_8M_Clinic_xDENT,1776770827,Is {your pet} drooling more lately?💧🐾,It might be a sign of dental issues. Get a FREE check-up done at Supertails today.✔️
01/05/2026,Friday,01May_MP_9M_Clinic_xSKIN,1776770849,Mid-zoomie break for scratching?😟🐾,It might be a sign of skin or coat issues. Get a FREE check-up done at Supertails today.✔️
01/05/2026,Friday,01May_MP_10M_Clinic_xxN2B,1776770717,Felt rushed during a vet consult?🥹🩺,"It's time to switch to stress-free care. No rush, calm handling as per {your pet}'s pace. Try it now.💜✨"
02/05/2026,Saturday,02May_MP_1M_Clinic_Grooming_xxREP,1776770575,"If not on the weekend, then when?👀🐾",Coat & fur nourishment is a must. Keep the shine intact with regular grooming. Book a slot now.🎀🐾
02/05/2026,Saturday,02May_MP_2M_Clinic_xINDR,1776921931,It's Satur..YAYY for {your pet}🤩🤘,"Don't kill their vibe by sitting at home. Check out the ultimate stress-free & calm space, only at Supertails Indiranagar. 🏥💜"
02/05/2026,Saturday,02May_MP_3M_Clinic_WTFLD,1777700913,"You finally got this day, {pet parent}🫶",Walk in with {your pet} to the new Supertails clinic in Whitefield & try the stress-free care.🏥💜
02/05/2026,Saturday,02May_MP_4M_Clinic_Vaccine_xxN2B,1776770659,"Before you say ""Oopsie!""...✋😮",Here's a reminder to you about {your pet}'s next vaccination. Book a slot now with 20% off.💉🦠
02/05/2026,Saturday,02May_MP_5M_Clinic_xxGRP,1776772937,Is {your pet}'s fur prone to matting?🐶🐱,They might need frequent grooming sessions to prevent tangled & messy fur. Book a slot now.🏥💜
02/05/2026,Saturday,02May_MP_6M_Clinic_xxCNP,1776772974,Worried about {your pet}?🐾,Get instant clarity from our Fear-Free certified vets. Book a vet consult now.🩺🏥
02/05/2026,Saturday,02May_MP_7M_Clinic_xBDAY,1776770692,"You are caught, {pet parent}🫵",Planning {your pet}'s b'day without us? Book a spa day that lasts longer at 50% off.🔥🫶
02/05/2026,Saturday,02May_MP_8M_Clinic_xxGUT,1776770796,Trust {your pet}'s gut💜,You might notice decreased appetite or energy. How about a FREE gut check-up? Book now.✨💸
02/05/2026,Saturday,02May_MP_9M_Clinic_xDENT,1776770827,Noticing dry mouth or bad breath?😷,This might be a sign of dental issues in {your pet}. Book a FREE dental & gum check-up today.✨💸
02/05/2026,Saturday,02May_MP_10M_Clinic_xSKIN,1776770849,Something fishy under their fur👀🐾,What looks like mild redness or shedding can lead to serious issues. Book a FREE skin check-up today.✨💸
02/05/2026,Saturday,02May_MP_11M_Clinic_xxN2B,1776770717,{your pet}: Why are we stuck here?🤔😲,"If vet visits have been stressful throughout, it's your chance to try stress-free care for once. Book now.😍💜"
